gender,age,Mutual_Funds,Equity_Market,Debentures,Government_Bonds,Fixed_Deposits,PPF,Gold,Factor,Objective,Purpose,Duration,Invest_Monitor,Expect,Avenue,What are your savings objectives?,Reason_Equity,Reason_Mutual,Reason_Bonds,Reason_FD,Source
Female,30,2,4,7,6,3,1,5,Returns,Capital Appreciation,Wealth Creation,3-5 Years,Daily,10%-20%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants
Male,21,2,1,3,7,6,4,5,Returns,Income,Wealth Creation,3-5 Years,Daily,30%-40%,Equity,Retirement Plan,Dividend,Fund Diversification,Tax Incentives,High Interest Rates,Internet
Female,36,5,4,3,2,7,1,6,Returns,Income,Returns,Less Than 1 Year,Monthly,10%-20%,Mutual Fund,Retirement Plan,Capital Appreciation,Tax Benefits,Safe Investment,Fixed Returns,Newspapers And Magazines
Male,29,2,4,7,5,1,3,6,Returns,Capital Appreciation,Wealth Creation,3-5 Years,Monthly,10%-20%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers And Magazines
Male,29,3,4,6,5,2,1,7,Returns,Capital Appreciation,Wealth Creation,3-5 Years,Monthly,10%-20%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Financial Consultants
Male,31,2,4,7,5,3,1,6,Risk,Growth,Wealth Creation,3-5 Years,Daily,20%-30%,Fixed Deposits,Health Care,Dividend,Fund Diversification,Assured Returns,Fixed Returns,Newspapers And Magazines
Female,25,2,3,7,5,4,1,6,Returns,Capital Appreciation,Wealth Creation,Less Than 1 Year,Monthly,20%-30%,Equity,Health Care,Dividend,Better Returns,Assured Returns,Risk Free,Financial Consultants
Male,31,2,3,6,5,1,4,7,Returns,Capital Appreciation,Wealth Creation,More Than 5 Years,Daily,10%-20%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Television
Male,28,1,4,6,5,3,2,7,Risk,Growth,Wealth Creation,More Than 5 Years,Daily,30%-40%,Fixed Deposits,Health Care,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants
Female,23,1,2,3,4,5,6,7,Returns,Capital Appreciation,Savings For Future,3-5 Years,Monthly,30%-40%,Equity,Education,Dividend,Better Returns,Safe Investment,Risk Free,Internet
Female,29,2,4,7,6,3,1,5,Returns,Capital Appreciation,Wealth Creation,3-5 Years,Daily,30%-40%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants
Female,29,3,6,4,2,5,1,7,Returns,Capital Appreciation,Wealth Creation,More Than 5 Years,Daily,10%-20%,Public Provident Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,High Interest Rates,Financial Consultants
Female,21,2,4,5,6,3,1,7,Risk,Capital Appreciation,Wealth Creation,3-5 Years,Daily,20%-30%,Fixed Deposits,Health Care,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers And Magazines
Male,33,2,3,7,6,4,1,5,Risk,Growth,Savings For Future,Less Than 1 Year,Weekly,30%-40%,Fixed Deposits,Health Care,Capital Appreciation,Fund Diversification,Safe Investment,Fixed Returns,Television
Female,24,4,3,2,1,5,6,7,Locking Period,Capital Appreciation,Wealth Creation,More Than 5 Years,Monthly,30%-40%,Fixed Deposits,Health Care,Dividend,Better Returns,Safe Investment,High Interest Rates,Financial Consultants
Female,21,7,5,4,6,3,1,2,Risk,Capital Appreciation,Wealth Creation,Less Than 1 Year,Daily,10%-20%,Public Provident Fund,Retirement Plan,Liquidity,Fund Diversification,Safe Investment,Risk Free,Internet
Male,29,2,3,7,6,4,1,5,Risk,Growth,Savings For Future,Less Than 1 Year,Daily,30%-40%,Public Provident Fund,Health Care,Capital Appreciation,Fund Diversification,Safe Investment,Fixed Returns,Television
Male,32,2,3,7,6,4,1,5,Risk,Growth,Savings For Future,3-5 Years,Daily,30%-40%,Public Provident Fund,Health Care,Capital Appreciation,Fund Diversification,Safe Investment,Fixed Returns,Television
Male,27,3,4,6,5,1,2,7,Risk,Capital Appreciation,Wealth Creation,Less Than 1 Year,Monthly,10%-20%,Equity,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Newspapers And Magazines
Female,33,5,4,3,2,7,1,6,Returns,Income,Returns,1-3 Years,Monthly,20%-30%,Equity,Retirement Plan,Capital Appreciation,Tax Benefits,Safe Investment,Fixed Returns,Newspapers And Magazines
Female,32,2,4,7,5,3,1,6,Risk,Growth,Savings For Future,1-3 Years,Weekly,10%-20%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Financial Consultants
Male,31,2,3,7,6,4,1,5,Risk,Growth,Savings For Future,3-5 Years,Weekly,10%-20%,Fixed Deposits,Health Care,Capital Appreciation,Fund Diversification,Safe Investment,Fixed Returns,Television
Female,26,2,3,7,5,4,1,6,Returns,Capital Appreciation,Wealth Creation,More Than 5 Years,Weekly,30%-40%,Public Provident Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers And Magazines
Male,30,2,4,7,5,3,1,6,Risk,Growth,Wealth Creation,More Than 5 Years,Weekly,30%-40%,Equity,Health Care,Dividend,Fund Diversification,Assured Returns,Fixed Returns,Newspapers And Magazines
Male,30,2,4,7,5,1,3,6,Returns,Capital Appreciation,Wealth Creation,Less Than 1 Year,Monthly,30%-40%,Public Provident Fund,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Fixed Returns,Newspapers And Magazines
Female,31,1,2,5,3,7,6,4,Returns,Capital Appreciation,Wealth Creation,1-3 Years,Weekly,10%-20%,Fixed Deposits,Retirement Plan,Capital Appreciation,Better Returns,Safe Investment,Fixed Returns,Newspapers And Magazines
Male,28,3,4,6,5,1,2,7,Returns,Capital Appreciation,Wealth Creation,3-5 Years,Monthly,30%-40%,Fixed Deposits,Retirement Plan,Dividend,Fund Diversification,Assured Returns,Fixed Returns,Financial Consultants
Female,19,1,2,3,4,5,6,7,Returns,Capital Appreciation,Savings For Future,More Than 5 Years,Daily,20%-30%,Public Provident Fund,Education,Dividend,Better Returns,Safe Investment,Risk Free,Internet
Male,31,3,6,4,2,5,1,7,Returns,Capital Appreciation,Wealth Creation,3-5 Years,Weekly,30%-40%,Mutual Fund,Retirement Plan,Capital Appreciation,Tax Benefits,Assured Returns,Fixed Returns,Television
Male,30,2,4,7,5,3,1,6,Risk,Growth,Wealth Creation,3-5 Years,Weekly,10%-20%,Public Provident Fund,Health Care,Dividend,Fund Diversification,Assured Returns,Fixed Returns,Newspapers And Magazines
Female,25,7,5,4,6,3,1,2,Risk,Capital Appreciation,Wealth Creation,1-3 Years,Weekly,20%-30%,Fixed Deposits,Retirement Plan,Liquidity,Fund Diversification,Safe Investment,Risk Free,Internet
Male,23,2,3,7,4,6,1,5,Risk,Capital Appreciation,Wealth Creation,More Than 5 Years,Daily,30%-40%,Fixed Deposits,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers And Magazines
Male,28,3,4,6,5,1,2,7,Returns,Capital Appreciation,Wealth Creation,Less Than 1 Year,Daily,30%-40%,Public Provident Fund,Retirement Plan,Dividend,Fund Diversification,Assured Returns,Fixed Returns,Financial Consultants
Male,35,2,4,7,5,3,1,6,Returns,Growth,Savings For Future,More Than 5 Years,Monthly,10%-20%,Mutual Fund,Retirement Plan,Capital Appreciation,Fund Diversification,Safe Investment,Fixed Returns,Television
Male,29,2,4,7,5,1,3,6,Returns,Capital Appreciation,Wealth Creation,3-5 Years,Monthly,30%-40%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers And Magazines
Male,25,2,4,7,5,1,3,6,Returns,Capital Appreciation,Wealth Creation,1-3 Years,Daily,10%-20%,Mutual Fund,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Fixed Returns,Newspapers And Magazines
Male,26,2,4,6,5,3,1,7,Risk,Growth,Savings For Future,3-5 Years,Daily,20%-30%,Fixed Deposits,Health Care,Liquidity,Better Returns,Assured Returns,Risk Free,Financial Consultants
Female,27,2,3,7,5,4,1,6,Returns,Capital Appreciation,Wealth Creation,Less Than 1 Year,Weekly,30%-40%,Equity,Health Care,Dividend,Better Returns,Assured Returns,Risk Free,Financial Consultants
Female,34,2,4,7,6,3,1,5,Returns,Capital Appreciation,Wealth Creation,3-5 Years,Daily,10%-20%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants
Female,28,2,4,7,6,3,1,5,Returns,Capital Appreciation,Wealth Creation,3-5 Years,Monthly,20%-30%,Equity,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants
Male,26,2,4,6,5,3,1,7,Risk,Growth,Savings For Future,1-3 Years,Daily,10%-20%,Equity,Health Care,Liquidity,Better Returns,Assured Returns,Risk Free,Financial Consultants
Male,30,2,5,7,6,3,1,4,Risk,Capital Appreciation,Wealth Creation,1-3 Years,Monthly,30%-40%,Equity,Retirement Plan,Capital Appreciation,Fund Diversification,Assured Returns,Fixed Returns,Financial Consultants
Male,30,2,4,7,5,3,1,6,Risk,Growth,Wealth Creation,Less Than 1 Year,Daily,20%-30%,Mutual Fund,Health Care,Dividend,Fund Diversification,Assured Returns,Fixed Returns,Newspapers And Magazines
Female,22,4,3,2,1,5,6,7,Locking Period,Capital Appreciation,Wealth Creation,Less Than 1 Year,Weekly,10%-20%,Equity,Health Care,Dividend,Better Returns,Safe Investment,High Interest Rates,Financial Consultants
Male,30,3,6,4,2,5,1,7,Returns,Capital Appreciation,Wealth Creation,1-3 Years,Weekly,20%-30%,Fixed Deposits,Retirement Plan,Capital Appreciation,Tax Benefits,Assured Returns,Fixed Returns,Television
Male,28,2,4,7,5,1,3,6,Returns,Capital Appreciation,Wealth Creation,3-5 Years,Monthly,10%-20%,Fixed Deposits,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers And Magazines
Female,27,3,2,7,5,4,1,6,Risk,Growth,Wealth Creation,More Than 5 Years,Daily,10%-20%,Public Provident Fund,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Television
Female,24,4,3,2,1,5,6,7,Locking Period,Capital Appreciation,Wealth Creation,More Than 5 Years,Weekly,10%-20%,Mutual Fund,Health Care,Dividend,Better Returns,Safe Investment,High Interest Rates,Financial Consultants
Female,24,4,3,2,1,5,6,7,Locking Period,Capital Appreciation,Wealth Creation,3-5 Years,Weekly,20%-30%,Mutual Fund,Health Care,Dividend,Better Returns,Safe Investment,High Interest Rates,Financial Consultants
Male,33,2,3,7,6,4,1,5,Risk,Growth,Savings For Future,Less Than 1 Year,Monthly,10%-20%,Public Provident Fund,Health Care,Capital Appreciation,Fund Diversification,Safe Investment,Fixed Returns,Television
Male,30,3,4,6,5,2,1,7,Returns,Capital Appreciation,Wealth Creation,More Than 5 Years,Monthly,10%-20%,Equity,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Financial Consultants
Male,32,2,4,7,5,1,3,6,Returns,Capital Appreciation,Wealth Creation,1-3 Years,Weekly,10%-20%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers And Magazines
Female,30,2,4,7,6,3,1,5,Returns,Capital Appreciation,Wealth Creation,Less Than 1 Year,Daily,30%-40%,Fixed Deposits,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants
Male,28,2,4,7,5,1,3,6,Returns,Capital Appreciation,Wealth Creation,3-5 Years,Daily,30%-40%,Equity,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Fixed Returns,Newspapers And Magazines
Female,35,1,2,5,3,7,6,4,Returns,Capital Appreciation,Wealth Creation,More Than 5 Years,Weekly,30%-40%,Equity,Retirement Plan,Capital Appreciation,Better Returns,Safe Investment,Fixed Returns,Newspapers And Magazines
Male,27,3,2,7,4,5,1,6,Risk,Capital Appreciation,Wealth Creation,More Than 5 Years,Monthly,10%-20%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers And Magazines
Female,26,4,3,2,1,5,6,7,Locking Period,Capital Appreciation,Wealth Creation,3-5 Years,Weekly,30%-40%,Fixed Deposits,Health Care,Dividend,Better Returns,Safe Investment,High Interest Rates,Financial Consultants
Female,35,3,4,7,5,1,2,6,Risk,Growth,Wealth Creation,More Than 5 Years,Daily,30%-40%,Equity,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants
Female,30,2,4,7,6,3,1,5,Returns,Capital Appreciation,Wealth Creation,1-3 Years,Weekly,10%-20%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants
Female,26,7,5,4,6,3,1,2,Risk,Capital Appreciation,Wealth Creation,Less Than 1 Year,Daily,30%-40%,Equity,Retirement Plan,Liquidity,Fund Diversification,Safe Investment,Risk Free,Internet
Female,29,2,4,7,6,3,1,5,Returns,Capital Appreciation,Wealth Creation,More Than 5 Years,Weekly,30%-40%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants
Male,25,2,1,3,7,6,4,5,Returns,Income,Wealth Creation,More Than 5 Years,Weekly,10%-20%,Public Provident Fund,Retirement Plan,Dividend,Fund Diversification,Tax Incentives,High Interest Rates,Internet
Female,35,2,4,7,5,3,1,6,Risk,Growth,Savings For Future,3-5 Years,Daily,10%-20%,Fixed Deposits,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Financial Consultants
Female,25,3,2,7,5,4,1,6,Risk,Growth,Wealth Creation,Less Than 1 Year,Monthly,30%-40%,Fixed Deposits,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Television
Male,26,5,4,7,6,1,2,3,Risk,Growth,Savings For Future,3-5 Years,Weekly,10%-20%,Mutual Fund,Health Care,Capital Appreciation,Better Returns,Safe Investment,Fixed Returns,Financial Consultants
Male,28,2,4,6,5,3,1,7,Risk,Growth,Savings For Future,More Than 5 Years,Daily,20%-30%,Public Provident Fund,Health Care,Liquidity,Better Returns,Assured Returns,Risk Free,Financial Consultants
Female,24,2,1,3,6,4,5,7,Returns,Income,Wealth Creation,1-3 Years,Monthly,20%-30%,Fixed Deposits,Retirement Plan,Capital Appreciation,Better Returns,Safe Investment,Risk Free,Internet
Male,23,2,3,6,4,1,5,7,Returns,Capital Appreciation,Returns,Less Than 1 Year,Weekly,10%-20%,Equity,Education,Dividend,Better Returns,Safe Investment,Risk Free,Newspapers And Magazines
Female,24,7,5,4,6,3,1,2,Risk,Capital Appreciation,Wealth Creation,Less Than 1 Year,Daily,20%-30%,Equity,Retirement Plan,Liquidity,Fund Diversification,Safe Investment,Risk Free,Internet
Female,26,2,4,5,6,3,1,7,Risk,Capital Appreciation,Wealth Creation,3-5 Years,Daily,10%-20%,Equity,Health Care,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers And Magazines
Female,34,2,4,7,5,3,1,6,Risk,Growth,Savings For Future,1-3 Years,Daily,20%-30%,Equity,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Financial Consultants
Male,24,2,3,7,5,4,1,6,Returns,Capital Appreciation,Wealth Creation,Less Than 1 Year,Monthly,10%-20%,Mutual Fund,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Newspapers And Magazines
Male,30,2,4,7,5,1,3,6,Returns,Capital Appreciation,Wealth Creation,3-5 Years,Daily,20%-30%,Equity,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Fixed Returns,Newspapers And Magazines
Male,34,2,4,7,5,3,1,6,Returns,Growth,Savings For Future,More Than 5 Years,Daily,10%-20%,Equity,Retirement Plan,Capital Appreciation,Fund Diversification,Safe Investment,Fixed Returns,Television
Female,25,7,5,4,6,3,1,2,Risk,Capital Appreciation,Wealth Creation,Less Than 1 Year,Daily,10%-20%,Equity,Retirement Plan,Liquidity,Fund Diversification,Safe Investment,Risk Free,Internet
Male,29,2,3,7,5,4,1,6,Returns,Capital Appreciation,Wealth Creation,Less Than 1 Year,Weekly,30%-40%,Mutual Fund,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Newspapers And Magazines
Male,32,2,3,6,5,1,4,7,Returns,Capital Appreciation,Wealth Creation,1-3 Years,Monthly,30%-40%,Equity,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Television
Male,27,3,6,4,2,5,1,7,Returns,Capital Appreciation,Wealth Creation,1-3 Years,Daily,20%-30%,Equity,Retirement Plan,Capital Appreciation,Tax Benefits,Assured Returns,Fixed Returns,Television
Male,25,3,4,6,5,1,2,7,Risk,Capital Appreciation,Wealth Creation,3-5 Years,Daily,10%-20%,Public Provident Fund,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Newspapers And Magazines
Male,32,1,4,6,5,3,2,7,Risk,Growth,Wealth Creation,Less Than 1 Year,Daily,30%-40%,Equity,Health Care,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants
Male,28,3,2,7,4,5,1,6,Risk,Capital Appreciation,Wealth Creation,3-5 Years,Daily,20%-30%,Fixed Deposits,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers And Magazines
Female,32,3,4,7,5,1,2,6,Risk,Growth,Wealth Creation,3-5 Years,Monthly,30%-40%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants
Male,28,3,6,4,2,5,1,7,Returns,Capital Appreciation,Wealth Creation,Less Than 1 Year,Daily,30%-40%,Mutual Fund,Retirement Plan,Capital Appreciation,Tax Benefits,Assured Returns,Fixed Returns,Television
Male,30,3,2,7,4,5,1,6,Risk,Capital Appreciation,Wealth Creation,1-3 Years,Daily,30%-40%,Equity,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers And Magazines
Male,23,3,4,6,5,1,2,7,Risk,Capital Appreciation,Wealth Creation,More Than 5 Years,Weekly,10%-20%,Equity,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Newspapers And Magazines
Female,31,2,4,7,6,3,1,5,Returns,Capital Appreciation,Wealth Creation,More Than 5 Years,Weekly,30%-40%,Equity,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants
Female,27,3,6,4,2,5,1,7,Returns,Capital Appreciation,Wealth Creation,3-5 Years,Weekly,30%-40%,Equity,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,High Interest Rates,Financial Consultants
Male,25,2,4,7,5,1,3,6,Returns,Capital Appreciation,Wealth Creation,1-3 Years,Weekly,20%-30%,Mutual Fund,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Fixed Returns,Newspapers And Magazines
Male,32,4,3,5,7,2,1,6,Returns,Capital Appreciation,Wealth Creation,Less Than 1 Year,Weekly,20%-30%,Fixed Deposits,Retirement Plan,Dividend,Better Returns,Safe Investment,Fixed Returns,Financial Consultants
Male,30,2,4,7,5,3,1,6,Risk,Growth,Wealth Creation,Less Than 1 Year,Monthly,30%-40%,Public Provident Fund,Health Care,Dividend,Fund Diversification,Assured Returns,Fixed Returns,Newspapers And Magazines
Male,28,3,2,7,4,5,1,6,Returns,Capital Appreciation,Wealth Creation,3-5 Years,Daily,20%-30%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Financial Consultants
Male,30,4,3,5,7,2,1,6,Returns,Capital Appreciation,Wealth Creation,3-5 Years,Daily,30%-40%,Fixed Deposits,Retirement Plan,Dividend,Better Returns,Safe Investment,Fixed Returns,Financial Consultants
Female,35,1,2,5,3,7,6,4,Returns,Capital Appreciation,Wealth Creation,3-5 Years,Daily,30%-40%,Public Provident Fund,Retirement Plan,Capital Appreciation,Better Returns,Safe Investment,Fixed Returns,Newspapers And Magazines
Female,36,2,4,7,5,3,1,6,Risk,Growth,Savings For Future,3-5 Years,Monthly,10%-20%,Fixed Deposits,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Financial Consultants
Male,32,2,3,7,6,4,1,5,Risk,Growth,Savings For Future,3-5 Years,Daily,10%-20%,Mutual Fund,Health Care,Capital Appreciation,Fund Diversification,Safe Investment,Fixed Returns,Television
